,temperature
2024-07-05 09:55:00,79.46666666666667
2024-07-05 10:00:00,80.0
2024-07-05 10:05:00,80.51666666666667
2024-07-05 10:10:00,81.03333333333333
2024-07-05 10:15:00,81.55
2024-07-05 10:20:00,82.06666666666666
2024-07-05 10:25:00,82.58333333333333
2024-07-05 10:30:00,83.10000000000001
2024-07-05 10:35:00,83.61666666666667
2024-07-05 10:40:00,84.13333333333334
2024-07-05 10:45:00,84.65
2024-07-05 10:50:00,85.16666666666667
2024-07-05 10:55:00,85.68333333333334
2024-07-05 11:00:00,86.2
2024-07-05 11:05:00,86.54166666666667
2024-07-05 11:10:00,86.88333333333334
2024-07-05 11:15:00,87.225
2024-07-05 11:20:00,87.56666666666666
2024-07-05 11:25:00,87.90833333333333
2024-07-05 11:30:00,88.25
2024-07-05 11:35:00,88.59166666666667
2024-07-05 11:40:00,88.93333333333334
2024-07-05 11:45:00,89.27499999999999
2024-07-05 11:50:00,89.61666666666666
2024-07-05 11:55:00,89.95833333333333
2024-07-05 12:00:00,90.3
2024-07-05 12:05:00,90.48333333333333
2024-07-05 12:10:00,90.66666666666666
2024-07-05 12:15:00,90.85
2024-07-05 12:20:00,91.03333333333333
2024-07-05 12:25:00,91.21666666666667
2024-07-05 12:30:00,91.4
2024-07-05 12:35:00,91.58333333333333
2024-07-05 12:40:00,91.76666666666667
2024-07-05 12:45:00,91.95
2024-07-05 12:50:00,92.13333333333333
2024-07-05 12:55:00,92.31666666666666
2024-07-05 13:00:00,92.5
2024-07-05 13:05:00,92.55833333333334
2024-07-05 13:10:00,92.61666666666667
2024-07-05 13:15:00,92.675
2024-07-05 13:20:00,92.73333333333333
2024-07-05 13:25:00,92.79166666666667
2024-07-05 13:30:00,92.85
2024-07-05 13:35:00,92.90833333333333
2024-07-05 13:40:00,92.96666666666667
2024-07-05 13:45:00,93.025
2024-07-05 13:50:00,93.08333333333334
2024-07-05 13:55:00,93.14166666666667
2024-07-05 14:00:00,93.2
2024-07-05 14:05:00,93.13333333333334
2024-07-05 14:10:00,93.06666666666666
2024-07-05 14:15:00,93.0
2024-07-05 14:20:00,92.93333333333334
2024-07-05 14:25:00,92.86666666666667
2024-07-05 14:30:00,92.80000000000001
2024-07-05 14:35:00,92.73333333333333
2024-07-05 14:40:00,92.66666666666667
2024-07-05 14:45:00,92.60000000000001
2024-07-05 14:50:00,92.53333333333333
2024-07-05 14:55:00,92.46666666666667
2024-07-05 15:00:00,92.4
2024-07-05 15:05:00,92.275
2024-07-05 15:10:00,92.15
2024-07-05 15:15:00,92.025
2024-07-05 15:20:00,91.9
2024-07-05 15:25:00,91.775
2024-07-05 15:30:00,91.65
2024-07-05 15:35:00,91.525
2024-07-05 15:40:00,91.4
2024-07-05 15:45:00,91.275
2024-07-05 15:50:00,91.15
2024-07-05 15:55:00,91.025
2024-07-05 16:00:00,90.9
2024-07-05 16:05:00,90.65833333333333
2024-07-05 16:10:00,90.41666666666667
2024-07-05 16:15:00,90.17500000000001
2024-07-05 16:20:00,89.93333333333334
2024-07-05 16:25:00,89.69166666666666
2024-07-05 16:30:00,89.45
2024-07-05 16:35:00,89.20833333333334
2024-07-05 16:40:00,88.96666666666667
2024-07-05 16:45:00,88.725
2024-07-05 16:50:00,88.48333333333333
2024-07-05 16:55:00,88.24166666666667
2024-07-05 17:00:00,88.0
2024-07-05 17:05:00,87.65
2024-07-05 17:10:00,87.3
2024-07-05 17:15:00,86.95
2024-07-05 17:20:00,86.6
2024-07-05 17:25:00,86.25
2024-07-05 17:30:00,85.89999999999999
2024-07-05 17:35:00,85.55
2024-07-05 17:40:00,85.2
2024-07-05 17:45:00,84.85
2024-07-05 17:50:00,84.5
2024-07-05 17:55:00,84.14999999999999
2024-07-05 18:00:00,83.8
2024-07-05 18:05:00,83.36666666666666
2024-07-05 18:10:00,82.93333333333334
2024-07-05 18:15:00,82.5
2024-07-05 18:20:00,82.06666666666666
2024-07-05 18:25:00,81.63333333333333
2024-07-05 18:30:00,81.19999999999999
2024-07-05 18:35:00,80.76666666666667
2024-07-05 18:40:00,80.33333333333333
2024-07-05 18:45:00,79.89999999999999
2024-07-05 18:50:00,79.46666666666667
2024-07-05 18:55:00,79.03333333333333
2024-07-05 19:00:00,78.6
2024-07-05 19:05:00,78.21666666666667
2024-07-05 19:10:00,77.83333333333333
2024-07-05 19:15:00,77.44999999999999
2024-07-05 19:20:00,77.06666666666666
2024-07-05 19:25:00,76.68333333333334
2024-07-05 19:30:00,76.3
2024-07-05 19:35:00,75.91666666666666
2024-07-05 19:40:00,75.53333333333333
2024-07-05 19:45:00,75.15
2024-07-05 19:50:00,74.76666666666667
2024-07-05 19:55:00,74.38333333333333
2024-07-05 20:00:00,74.0
2024-07-05 20:05:00,73.75833333333333
2024-07-05 20:10:00,73.51666666666667
2024-07-05 20:15:00,73.275
2024-07-05 20:20:00,73.03333333333333
2024-07-05 20:25:00,72.79166666666666
2024-07-05 20:30:00,72.55
2024-07-05 20:35:00,72.30833333333334
2024-07-05 20:40:00,72.06666666666666
2024-07-05 20:45:00,71.82499999999999
2024-07-05 20:50:00,71.58333333333333
2024-07-05 20:55:00,71.34166666666667
2024-07-05 21:00:00,71.1
2024-07-05 21:05:00,70.93333333333332
2024-07-05 21:10:00,70.76666666666667
2024-07-05 21:15:00,70.6
2024-07-05 21:20:00,70.43333333333332
2024-07-05 21:25:00,70.26666666666667
2024-07-05 21:30:00,70.1
2024-07-05 21:35:00,69.93333333333332
2024-07-05 21:40:00,69.76666666666667
2024-07-05 21:45:00,69.6
2024-07-05 21:50:00,69.43333333333332
2024-07-05 21:55:00,69.26666666666667
2024-07-05 22:00:00,69.1
2024-07-05 22:05:00,68.96666666666667
2024-07-05 22:10:00,68.83333333333333
2024-07-05 22:15:00,68.69999999999999
2024-07-05 22:20:00,68.56666666666666
2024-07-05 22:25:00,68.43333333333334
2024-07-05 22:30:00,68.3
2024-07-05 22:35:00,68.16666666666666
2024-07-05 22:40:00,68.03333333333333
2024-07-05 22:45:00,67.9
2024-07-05 22:50:00,67.76666666666667
2024-07-05 22:55:00,67.63333333333333
2024-07-05 23:00:00,67.5
2024-07-05 23:05:00,67.35
2024-07-05 23:10:00,67.2
2024-07-05 23:15:00,67.05
2024-07-05 23:20:00,66.9
2024-07-05 23:25:00,66.75
2024-07-05 23:30:00,66.6
2024-07-05 23:35:00,66.45
2024-07-05 23:40:00,66.3
2024-07-05 23:45:00,66.15
2024-07-05 23:50:00,66.0
2024-07-05 23:55:00,65.85000000000001
