,temperature
2024-06-15 08:45:00,63.2
2024-06-15 08:50:00,63.53333333333334
2024-06-15 08:55:00,63.86666666666667
2024-06-15 09:00:00,64.2
2024-06-15 09:05:00,64.61666666666667
2024-06-15 09:10:00,65.03333333333333
2024-06-15 09:15:00,65.45
2024-06-15 09:20:00,65.86666666666667
2024-06-15 09:25:00,66.28333333333333
2024-06-15 09:30:00,66.7
2024-06-15 09:35:00,67.11666666666667
2024-06-15 09:40:00,67.53333333333333
2024-06-15 09:45:00,67.95
2024-06-15 09:50:00,68.36666666666667
2024-06-15 09:55:00,68.78333333333333
2024-06-15 10:00:00,69.2
2024-06-15 10:05:00,69.64166666666667
2024-06-15 10:10:00,70.08333333333334
2024-06-15 10:15:00,70.525
2024-06-15 10:20:00,70.96666666666667
2024-06-15 10:25:00,71.40833333333333
2024-06-15 10:30:00,71.85
2024-06-15 10:35:00,72.29166666666667
2024-06-15 10:40:00,72.73333333333333
2024-06-15 10:45:00,73.175
2024-06-15 10:50:00,73.61666666666667
2024-06-15 10:55:00,74.05833333333334
2024-06-15 11:00:00,74.5
2024-06-15 11:05:00,74.85
2024-06-15 11:10:00,75.2
2024-06-15 11:15:00,75.55
2024-06-15 11:20:00,75.9
2024-06-15 11:25:00,76.25
2024-06-15 11:30:00,76.60000000000001
2024-06-15 11:35:00,76.95
2024-06-15 11:40:00,77.3
2024-06-15 11:45:00,77.65
2024-06-15 11:50:00,78.0
2024-06-15 11:55:00,78.35000000000001
2024-06-15 12:00:00,78.7
2024-06-15 12:05:00,78.95833333333334
2024-06-15 12:10:00,79.21666666666667
2024-06-15 12:15:00,79.475
2024-06-15 12:20:00,79.73333333333333
2024-06-15 12:25:00,79.99166666666667
2024-06-15 12:30:00,80.25
2024-06-15 12:35:00,80.50833333333333
2024-06-15 12:40:00,80.76666666666667
2024-06-15 12:45:00,81.025
2024-06-15 12:50:00,81.28333333333333
2024-06-15 12:55:00,81.54166666666666
2024-06-15 13:00:00,81.8
2024-06-15 13:05:00,81.84166666666667
2024-06-15 13:10:00,81.88333333333333
2024-06-15 13:15:00,81.925
2024-06-15 13:20:00,81.96666666666667
2024-06-15 13:25:00,82.00833333333333
2024-06-15 13:30:00,82.05
2024-06-15 13:35:00,82.09166666666667
2024-06-15 13:40:00,82.13333333333333
2024-06-15 13:45:00,82.175
2024-06-15 13:50:00,82.21666666666667
2024-06-15 13:55:00,82.25833333333333
2024-06-15 14:00:00,82.3
2024-06-15 14:05:00,82.10833333333333
2024-06-15 14:10:00,81.91666666666666
2024-06-15 14:15:00,81.725
2024-06-15 14:20:00,81.53333333333333
2024-06-15 14:25:00,81.34166666666667
2024-06-15 14:30:00,81.15
2024-06-15 14:35:00,80.95833333333333
2024-06-15 14:40:00,80.76666666666667
2024-06-15 14:45:00,80.575
2024-06-15 14:50:00,80.38333333333333
2024-06-15 14:55:00,80.19166666666666
2024-06-15 15:00:00,80.0
2024-06-15 15:05:00,79.7
2024-06-15 15:10:00,79.4
2024-06-15 15:15:00,79.1
2024-06-15 15:20:00,78.8
2024-06-15 15:25:00,78.5
2024-06-15 15:30:00,78.2
2024-06-15 15:35:00,77.9
2024-06-15 15:40:00,77.60000000000001
2024-06-15 15:45:00,77.3
2024-06-15 15:50:00,77.0
2024-06-15 15:55:00,76.7
2024-06-15 16:00:00,76.4
2024-06-15 16:05:00,76.35833333333333
2024-06-15 16:10:00,76.31666666666668
2024-06-15 16:15:00,76.275
2024-06-15 16:20:00,76.23333333333333
2024-06-15 16:25:00,76.19166666666668
2024-06-15 16:30:00,76.15
2024-06-15 16:35:00,76.10833333333333
2024-06-15 16:40:00,76.06666666666668
2024-06-15 16:45:00,76.025
2024-06-15 16:50:00,75.98333333333333
2024-06-15 16:55:00,75.94166666666668
2024-06-15 17:00:00,75.9
2024-06-15 17:05:00,75.525
2024-06-15 17:10:00,75.15
2024-06-15 17:15:00,74.775
2024-06-15 17:20:00,74.4
2024-06-15 17:25:00,74.025
2024-06-15 17:30:00,73.65
2024-06-15 17:35:00,73.275
2024-06-15 17:40:00,72.9
2024-06-15 17:45:00,72.525
2024-06-15 17:50:00,72.15
2024-06-15 17:55:00,71.775
2024-06-15 18:00:00,71.4
2024-06-15 18:05:00,71.05000000000001
2024-06-15 18:10:00,70.7
2024-06-15 18:15:00,70.35000000000001
2024-06-15 18:20:00,70.0
2024-06-15 18:25:00,69.65
2024-06-15 18:30:00,69.3
2024-06-15 18:35:00,68.95
2024-06-15 18:40:00,68.60000000000001
2024-06-15 18:45:00,68.25
2024-06-15 18:50:00,67.9
2024-06-15 18:55:00,67.55
2024-06-15 19:00:00,67.2
2024-06-15 19:05:00,66.96666666666667
2024-06-15 19:10:00,66.73333333333333
2024-06-15 19:15:00,66.5
2024-06-15 19:20:00,66.26666666666667
2024-06-15 19:25:00,66.03333333333333
2024-06-15 19:30:00,65.80000000000001
2024-06-15 19:35:00,65.56666666666668
2024-06-15 19:40:00,65.33333333333334
2024-06-15 19:45:00,65.10000000000001
2024-06-15 19:50:00,64.86666666666667
2024-06-15 19:55:00,64.63333333333334
2024-06-15 20:00:00,64.4
2024-06-15 20:05:00,64.20833333333334
2024-06-15 20:10:00,64.01666666666667
2024-06-15 20:15:00,63.825
2024-06-15 20:20:00,63.63333333333334
2024-06-15 20:25:00,63.44166666666667
2024-06-15 20:30:00,63.25000000000001
2024-06-15 20:35:00,63.05833333333334
2024-06-15 20:40:00,62.86666666666667
2024-06-15 20:45:00,62.675000000000004
2024-06-15 20:50:00,62.483333333333334
2024-06-15 20:55:00,62.29166666666667
2024-06-15 21:00:00,62.1
2024-06-15 21:05:00,61.95
2024-06-15 21:10:00,61.8
2024-06-15 21:15:00,61.65
2024-06-15 21:20:00,61.5
2024-06-15 21:25:00,61.35
2024-06-15 21:30:00,61.2
2024-06-15 21:35:00,61.05
2024-06-15 21:40:00,60.9
2024-06-15 21:45:00,60.75
2024-06-15 21:50:00,60.599999999999994
2024-06-15 21:55:00,60.449999999999996
2024-06-15 22:00:00,60.3
2024-06-15 22:05:00,60.15833333333333
2024-06-15 22:10:00,60.016666666666666
2024-06-15 22:15:00,59.875
2024-06-15 22:20:00,59.733333333333334
2024-06-15 22:25:00,59.59166666666667
2024-06-15 22:30:00,59.45
2024-06-15 22:35:00,59.30833333333333
2024-06-15 22:40:00,59.166666666666664
2024-06-15 22:45:00,59.025
2024-06-15 22:50:00,58.88333333333333
2024-06-15 22:55:00,58.74166666666667
2024-06-15 23:00:00,58.6
2024-06-15 23:05:00,58.5
2024-06-15 23:10:00,58.4
2024-06-15 23:15:00,58.3
2024-06-15 23:20:00,58.2
2024-06-15 23:25:00,58.1
2024-06-15 23:30:00,58.0
2024-06-15 23:35:00,57.9
2024-06-15 23:40:00,57.8
2024-06-15 23:45:00,57.699999999999996
2024-06-15 23:50:00,57.6
2024-06-15 23:55:00,57.5
