,temperature
2023-11-12 23:05:00,53.5
2023-11-12 23:10:00,53.4
2023-11-12 23:15:00,53.3
2023-11-12 23:20:00,53.2
2023-11-12 23:25:00,53.1
2023-11-12 23:30:00,53.0
2023-11-12 23:35:00,52.9
2023-11-12 23:40:00,52.8
2023-11-12 23:45:00,52.699999999999996
2023-11-12 23:50:00,52.6
2023-11-12 23:55:00,52.5
